title,price,rating,reviews_count,free_delivery,deal_badge,amoled,hd_display,lcd,oled,gps,bluetooth,calling,alexa,heart_rate,spo2,sleep,blood_oxygen,sports,fitness_tracker,step_counter,waterproof,ip68,ip67,5atm,men,women,kids,short_name,price_segment,is_popular
"smart watch with earbuds, 2 in 1 bluetooth smartwatch for android iphone, fitness tracker with heart rate sleep monitor, long time standby sports men women smart watch",13516.0,3.5,281.0,True,,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,"smart watch with earbuds, 2",Premium,0
"smart watch for men women(answer/make calls), 1.95"" hd touch screen fitness watch with sleep heart rate monitor, 110+ sports modes, ip68 waterproof activity trackers compatible with android ios, pink",5658.0,4.0,151.0,True,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,smart watch for men women(answer/make,Mid-Range,0
"kumi smart watch for men, 1.43'' amoled smartwatch, 24h heart rate monitor, sleep monitor, 100+ sport modes, ip68 waterproof activity tracker and smartwatches for android and ios, black",5658.0,3.5,34.0,True,,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,"kumi smart watch for men,",Mid-Range,0
"smart watches for women men, 1.83"" hd dynamic dial 2025 smartwatch with 100 sports modes, heart rate/sleep monitor, ip68 waterproof",5570.0,5.0,7.0,True,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,"smart watches for women men,",Mid-Range,0
"military smart watch with earbuds,bluetooth call smartwatch tws wireless earphones for android ios phones fitness watch heart rate sleep monitor sports step calorie counter pedometer 2.01"" hd screen",13374.0,3.6,3.0,True,,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,"military smart watch with earbuds,bluetooth",Premium,0
"wepro bands compatible with fitbit versa smartwatch, versa 2 and lite se for women men, small and large",1683.0,4.4,20900.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,wepro bands compatible with fitbit,Budget,1
"kuizil smart watch for men women, 1.91"" smartwatch (answer/make call), fitness tracker with 100+ sport modes, ip68 waterproof, heart rate/sleep monitor",4779.0,3.7,18.0,True,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,kuizil smart watch for men,Mid-Range,0
"2.01in smart watch, answer/make call smartwatch for men women for iphone and android, heart rate, spo2 sleep monitor, pedometer, 112 sports modes",8860.0,3.9,36.0,True,,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,"2.01in smart watch, answer/make call",Premium,0
"csasan smart watch, 1.91"" hd screen smartwatch for men women(answer/make call), fitness watch with heart rate monitor, ip68 waterproof activity trackers, navy blue",6985.0,3.6,43.0,True,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,"csasan smart watch, 1.91"" hd",Mid-Range,0
"smart watch with bluetooth earbuds, 1.57 inch display, answer/make calls, ios/android compatible",6337.0,2.7,13.0,True,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"smart watch with bluetooth earbuds,",Mid-Range,0
"vanir smartwatch 2.01"" large hd display, bluetooth calling, fitness tracker, activity tracking watch, multi-function smart watch for men & women",3688.0,2.0,2.0,True,,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,"vanir smartwatch 2.01"" large hd",Mid-Range,0
"smartwatch women for android phones ios: smart watches for women fitness tracker 1.83"" touchscreen waterproof smartwatches lady with answer/make call blood pressure heart rate sport pedometer monitor",5473.0,4.0,477.0,True,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,smartwatch women for android phones,Mid-Range,0
"hd smart fitness watch for xiaomi mi 9t original sports touchscreen smart watch bluetooth 1.3"" smart watch led with daily activity tracker, heart rate sensor, sleep monitor b (blk)",999.0,1.0,1.0,False,,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,hd smart fitness watch for,Budget,0
"benio smart watch (answer/make call), ai watch faces, 1.43"" amoled with aod, ip68 waterproof fitness tracker, 24/7 heart rate/spo2/sleep monitor/stress, 110+ sports modes, compatible android & ios",4896.0,3.2,20.0,True,,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,"benio smart watch (answer/make call),",Mid-Range,0
"smart watch 1.91"" hd smartwatches men women, fitness tracker bluetooth call, 112+ sports, ip68 waterproof, heart rate sleep monitor pedometer calories alarm clock weather, for ios android (black)",4988.0,4.0,29.0,True,,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,"smart watch 1.91"" hd smartwatches",Mid-Range,0
"parsonver kids smart watch with parent-child task & reward system, fun fitness tracker with 20 sports modes, heart rate & sleep monitor, ip68 waterproof, great birthday gifts for boys girls 5-16, pink",5138.0,4.4,29.0,True,,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,parsonver kids smart watch with,Mid-Range,0
"biggerfive smart watch for kids, 1.8"" fitness tracker watch pedometer, heart rate, sleep monitor, ip68 waterproof, calorie step counter, puzzle games with/without app for girls teens 5-16, pink",8283.0,4.3,182.0,True,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,"biggerfive smart watch for kids,",Premium,0
incipio smartwatch replacement band for apple watch 38mm - retail packaging - espresso,11532.0,5.0,1.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,incipio smartwatch replacement band for,Premium,0
"smart watch with earbuds,1.85"" hd smartwatch for men women with monitor/pedometer/calories,sports fitness tracker watch, ip67 waterproof activity tracker for android ios",6923.0,3.4,22.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,"smart watch with earbuds,1.85"" hd",Mid-Range,0
"smartwatch for men android ios phones: smart watch fitness tracker 2.0"" full touchscreen with answer/make call waterproof blood pressure heart rate sport pedometer sleep digital step activity monitor",7137.0,3.9,264.0,True,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,smartwatch for men android ios,Premium,0
"smart watch for women(answer/make call), 1.32"" hd bluetooth smartwatch for android phones and iphone, waterproof activity fitness tracker with 130 sports modes pedometer heart rate sleep monitor",7522.0,3.4,19.0,True,,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,"smart watch for women(answer/make call),",Premium,0
"smart watch for women, 1.19"" amoled display fitness tracker bluetooth make/answer call, watches with 110+ sports modes/heart rate/spo2/sleep monitor, smartwatch ip68 waterproof for android ios",5970.0,4.1,30.0,True,,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,"smart watch for women, 1.19""",Mid-Range,0
screen protector compatible with amazfit band 7 cases smartwatch accessories tencloud covers scratched resistant full protective cover screen protectors for amazfit band 7 (black),1917.0,3.8,21.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,screen protector compatible with amazfit,Budget,0
ipg for huawei watch fit bluetooth smartwatch screen protector (2 units) invisible ultra hd clear film anti scratch guard-smooth/self-healing/bubble -free,3277.0,3.6,17.0,True,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ipg for huawei watch fit,Mid-Range,0
notocity compatible garmin fenix 5x band 26mm width soft silicone watch strap for garmin fenix 5x/fenix 5x plus/fenix 3/fenix 3 hr smartwatch-black,2533.0,4.7,1200.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notocity compatible garmin fenix 5x,Budget,1
"zunate smart watch charger, watch charging cable cord, charger for color sports smartwatch, portable usb charging cable compatible with hw22 hw19",2385.0,3.3,77.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"zunate smart watch charger, watch",Budget,0
"smart watch 1.85” large screen for men and women, bluetooth 5.4 with call function pedometer wristwatch sports watch multiple exercise modes call/message notification music playback",4475.0,3.7,26.0,True,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,smart watch 1.85” large screen,Mid-Range,0
"lapras 𝟏𝟓 𝐘𝐞𝐚𝐫𝐬 𝐆𝐮𝐚𝐫𝐚𝐧𝐭𝐞𝐞 wireless smartwatch with heart rate monitor, fitness tracker for all men, women, boys, girls with stylish rosegold color, sleep monitor & step counter",1279.0,3.3,13.0,True,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,lapras 𝟏𝟓 𝐘𝐞𝐚𝐫𝐬 𝐆𝐮𝐚𝐫𝐚𝐧𝐭𝐞𝐞 wireless,Budget,0
french connection f1 touch screen unisex smartwatch with heart rate & blood pressure monitoring,2641.0,3.5,118.0,True,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,french connection f1 touch screen,Budget,0
"poounur smart watch for men women(answer/make calls), 1.95"" hd smartwatch, fitness tracker with 120+ sport modes, ip68 waterproof, heart rate/sleep/step monitor",6795.0,4.2,74.0,True,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,poounur smart watch for men,Mid-Range,0
"smart watch for men women, 1.83"" hd touchscreen fitness watch with bluetooth call & message notifications, 110+ sport modes, 24/7 heart rate/sleep monitor, ip68 waterproof fitness tracker, silver gray",4738.0,3.6,27.0,True,,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,"smart watch for men women,",Mid-Range,0
"2024 smart watch for men women answer/make calls,1.39"" touch screen mens watch with heart rate sleep monitor(pink)",3724.0,1.0,1.0,True,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,2024 smart watch for men,Mid-Range,0
"minx smart watch strap compatible with apple iwatch 42mm 44mm 45mm 46mm 49mm | series 1 2 3 4 5 6 7 8 9 10 11, se, ultra | soft, durable & sweatproof silicone band | combo pack",995.0,5.0,1.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,minx smart watch strap compatible,Budget,0
ipg for timex ironman r300 gps smartwatch screen protector (2 units) invisible ultra hd clear film anti scratch guard-smooth/self-healing/bubble -free,3183.0,3.9,21.0,True,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ipg for timex ironman r300,Mid-Range,0
"tusita magnetic usb charging cable compatible for ticwatch pro 3, pro 3 lte, pro x, e3 smart watch (3.3ft/ 100cm, black)",940.0,4.1,119.0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tusita magnetic usb charging cable,Budget,0
"disney encanto kids smartwatch – interactive touchscreen with games, camera, calculator & fitness tracker – 10 watch faces & wallpapers – adjustable fit for wrist sizes 5.5""-8"", purple, 40mm, smart",6095.0,4.4,8.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,disney encanto kids smartwatch –,Mid-Range,0
"smart watch (answer/make call), 1.85"" smartwatch for men women, fitness activity tracker, 110+ sport modes/heart rate/sleep monitor/pedometer, ip68 waterproof fitness watch for android ios, off white",4345.0,3.9,12.0,True,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,"smart watch (answer/make call), 1.85""",Mid-Range,0
"smart watch for men women (answer/make call), 1.96"" hd fitness tracker running watch, ip68 waterproof,pedometer, sleep/step/activity/heart rate monitor,110+ sport mode smartwatch for ios android,pink",7579.0,4.2,13.0,True,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,smart watch for men women,Premium,0
"denash smart watch with earbuds, 2.01"" hd screen 2 in 1 smartwatch with bluetooth earbuds, 100+ sport fitness tracker, nfc, pedometer, sleep/heart rate/monitor compatible with ios & androd",10928.0,3.6,18.0,True,,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"denash smart watch with earbuds,",Premium,0
"muse modernist milanese edition hybrid smartwatch for men & women with bluetooth connectivity, step counter, sleep monitoring, 5atm water resistant (36mm, blue)",7999.0,3.7,16.0,True,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,muse modernist milanese edition hybrid,Premium,0
"1.5 inches kids smart watch for boys girls, 26 puzzle games, smartwatch with camera, pedometer, video voice music player learning card, birthday gift for 3-12 years children (pink)",4689.0,3.9,48.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5 inches kids smart watch,Mid-Range,0
"geak 12 pack elastic nylon band compatible with fitbit versa 3/fitbit versa 4/fitbit sense/sense 2 bands for women men, breathable stretchy sport solo loop strap for fitbit versa 3/versa 4 smartwatch",4377.0,4.6,527.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,geak 12 pack elastic nylon,Mid-Range,0
"case compatible for amazfit bip u pro/bip u/pop/pop pro watch case cover, screen protector all-around case hard pc bumper shell for amazfit bip u pro/bip u/pop/pop pro smartwatch (black&pink&green)",1656.0,3.3,9.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,case compatible for amazfit bip,Budget,0
bicmice charger for gizmo watch 3 2 1 replacement magnetic charging cable dock stand for gizmo watch kids smartwatch 3.3 ft - 2 pack,3327.0,4.4,39.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,bicmice charger for gizmo watch,Mid-Range,0
"compatible for garmin fenix 5/5s/5x charger charging stand, charging dock station cradle holder accessory with 1m usb cable for garmin fenix 5 smartwatch (black) (1pack.)",1752.0,4.3,1600.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,compatible for garmin fenix 5/5s/5x,Budget,1
"fitturn charger compatible with amazfit bip s fitness smartwatch accessories charging cable (black (x1), for amazfit bip s charger)",2539.0,2.9,12.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fitturn charger compatible with amazfit,Budget,0
ancool compatible with fenix 6x/7x band 26mm quickfit soft silicone watch band replacement for fenix 5x/fenix 8 51mm/fenix 5x plus/fenix 3/fenix 6x pro/descent descent mk2i smartwatches (black),2052.0,4.6,1200.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ancool compatible with fenix 6x/7x,Budget,1
spigen rugged armor pro for samsung galaxy watch 6 classic 47mm case with strap band - black,1699.0,4.2,2300.0,True,Limited time deal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spigen rugged armor pro for,Budget,1
"croiky milanese loop magnetic mesh metal stainless steel strap compatible with apple watch ultra 3|2 band 49mm series 10, iwatch 10|11 band 46mm, 9|8|7 45mm, se2|6|5|4 44mm - black",2097.0,4.4,27.0,True,Limited time deal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,croiky milanese loop magnetic mesh,Budget,0
"oneplus watch 2 with wear os 4,snapdragon w5 chipset,upto 100hrs battery life,1.43’’ amoled display,stainless steel & sapphire crystal build,dual frequency gps,5 atm, ip68 & bt calling (radiant steel)",15599.0,4.4,738.0,True,,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,oneplus watch 2 with wear,Premium,0
"gamesir evo vista premium metal smartwatch, 1.3” hd display bluetooth calling, fitness & sleep tracker, 100+ sports modes, ip67 waterproof compatible with android & ios (millanese black)",1432.0,3.3,133.0,True,,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,gamesir evo vista premium metal,Budget,0
"zitel® band compatible with garmin smartwatch for fenix 8 51mm, fenix 7x, fenix 6x/6x pro, fenix 5x/5x plus, fenix 3/3 hr, descent mk1, enduro, nylon 26mm sport strap",2299.0,4.6,2.0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zitel® band compatible with garmin,Budget,0
"fitpolo smart watches for men/women, 1.8'' alexa built-in fitness tracker watch with bluetooth calls, ip68 waterproof, heart rate/sleep/spo2/stress monitor, 110 sport modes for android & iphone",9948.0,4.0,204.0,True,,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,"fitpolo smart watches for men/women,",Premium,0
"morofy no gap solid metal stainless steel strap for men women compatible with samsung galaxy watch 8 band 40mm 44mm (2025), galaxy watch 8 classic strap 46mm - black [watch not included]",1370.0,4.2,61.0,True,Limited time deal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,morofy no gap solid metal,Budget,0
"smart watches for men women (answer/make call), 2.01"" hd screen fitness tracker watch with blood pressure/heart rate/sleep monitor, smart watch for android ios phones, ip67 waterproof sport watch",7121.0,3.8,7.0,True,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,smart watches for men women,Premium,0
"smart watch charger, replacement magnetic watch usb charging cable cord for fossil q gen 1 2 2 wander 2 3 explorer 3 venture series smart watches (white)",3233.0,1.0,5.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"smart watch charger, replacement magnetic",Mid-Range,0
"compatible for samsung galaxy watch 46mm bands,22mm enamel process stainless steel metal watch strap compatible samsung gear s3 frontier/classic smartwatch,black",3999.0,4.4,149.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,compatible for samsung galaxy watch,Mid-Range,0
"parsonver amoled smart watch for men women, always-on display fitness tracker, answer/make calls, 2 quick-release bands, heart rate sleep monitor, 120+ sports modes pedometer for android iphone, black",8484.0,3.8,267.0,True,,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,parsonver amoled smart watch for,Premium,0
"smart watch 1.96"" amoled hd smartwatch 410 * 502 color screen smart watch, full health monitor smartwatch for women men, low power consumption smartwatch (light silver)",10076.0,3.6,12.0,True,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"smart watch 1.96"" amoled hd",Premium,0
"housemate charger compatible with garmin forerunner 35 35j 230 235 630 645 music 735xt, approach g10 s20, vivomove hr, lily - usb charging cable clip 100cm - gps smartwatch",920.0,4.6,3.0,False,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,housemate charger compatible with garmin,Budget,0
"archer watch straps archer watch straps | silicone quick release soft rubber replacement watch bands for men and women, watches and smartwatches (venetian red, 22mm)",4358.0,4.5,922.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,archer watch straps archer watch,Mid-Range,0
oboe fast charger dock compatible with fitbit versa/fitbit versa se/fitbit versa lite smartwatch premium replacement charging stand cardle base station with usb cable (black),1499.0,1.8,2.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,oboe fast charger dock compatible,Budget,0
ipg for huawei childrenã‚´s watch 4x smart watch screen protector (2 units) invisible ultra hd clear film anti scratch guard-smooth/self-healing/bubble -free,3183.0,3.6,3.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ipg for huawei childrenã‚´s watch,Mid-Range,0
"punnkfunnk active 2 smartwatch, 1.39” hd round display, bluetooth calling, heart rate & spo₂, 100+ sports modes, ip67, long battery life for men & women (magnetic purple)",1489.0,3.5,8.0,True,Limited time deal,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,"punnkfunnk active 2 smartwatch, 1.39”",Budget,0
"military smart watch for men(make/answer call) with led flashlight, 1.7"" hd big screen with 530mah battery, outdoor sport rugged smartwatch with activity tracker compatible with android & iphone phone",10053.0,3.1,4.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,military smart watch for men(make/answer,Premium,0
"smart watch with built-in gps and offline maps, 1.96"" hd display, answer/make calls, 100+ sport modes, heart rate/sleep/spo2 monitor, fitness activity tracker for android and iphone (black, 1.96"")",11802.0,4.1,22.0,True,,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,smart watch with built-in gps,Premium,0
"parsonver smart watch for women men (answer/make calls) compatible with iphone/android phones, fitness tracker with 100+ sports modes ip68 waterproof, heart rate/blood oxygen/sleep/steps monitor, blue",5800.0,4.1,6000.0,True,,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,parsonver smart watch for women,Mid-Range,1
"gamesir safeguard kids smart watch 5g/4g with sim calling, 800mah battery, gps tracker, sos alerts, video calling, voice call, ip67 waterproof (orange)",3129.0,3.1,91.0,True,Limited time deal,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,gamesir safeguard kids smart watch,Mid-Range,0
"smart watch for kids 6-12 [kids gps tracker/text/video call] kids smart watches boys girls, kids watch with gps tracker, school mode, safety alerts, gps tracker for kids smart watch sim,jet black",6074.0,1.5,2.0,True,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,smart watch for kids 6-12,Mid-Range,0
"smart watches for women,1.85"" hd display compatible iphone/android (answer/make calls),110+ sport modes fitness tracker with heart rate/sleep/sp02 monitor,200+watch face ip68 waterproof (pink, 1.85)",11979.0,4.5,87.0,True,,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,"smart watches for women,1.85"" hd",Premium,0
"2025 smart watch for men women, 1.96"" hd fitness tracker running watch (answer/make call), ip68 waterproof,pedometer, step/sleep/heart rate monitor,110+ sport mode smartwatch for ios phone,purple",3124.0,4.0,34.0,True,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,2025 smart watch for men,Mid-Range,0
"ruimen smart watches for men women (answer/make calls), 1.8"" smartwatch for iphone/android phones, fitness tracker heart rate monitor sleep/steps tracker waterproof (2 bands included), black/copper",5331.0,4.0,26.0,True,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,ruimen smart watches for men,Mid-Range,0
"1.27'' smart watches for women (answer/make calls), activity fitness tracker with 120+ sport modes, 24/7 heart rate, sleep monitor, 4 watch bands, 41mm smartwatch for android & iphone, rose gold",11349.0,4.1,33.0,True,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1.27'' smart watches for women,Premium,0
"sloksfil smart watches for women with menstrual cycle tracker, 1.39” hd smart watch, heart rate/sleep monitor, ip67 waterproof, women’s watch fitness tracker compatible with ios android",11018.0,4.0,301.0,True,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,sloksfil smart watches for women,Premium,0
"maizic smarthome pack of 2 muskpro 1.5"" bluetooth touch screen sim card calling smart watch for ios, android phones with whatapps, facebook, email notification, padometer",1979.0,2.6,43.0,False,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,maizic smarthome pack of 2,Budget,0
"tencloud 3-pack bands compatible with huawei watch fit 2 smartwatch - replacement silicone straps, no fading sport wristbands (not for the watch fit)",2533.0,4.0,31.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tencloud 3-pack bands compatible with,Budget,0
"smart watches for men women, 1.83"" hd touchsreen, bluetooth calling, 5 atm water-resistance, 130+ sports modes, health, fitness & sleep tracker, timer, pedometer, fitness watch for android/ios, black",6901.0,3.8,89.0,True,,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,"smart watches for men women,",Mid-Range,0
"lijinlan case compatible with ticwatch pro 3 watch, soft protector cover tpu anti-scratch bumper case for ticwatch pro 3 smart watch accessories (black blue white)",2575.0,3.7,28.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lijinlan case compatible with ticwatch,Budget,0
"5 pack case for samsung galaxy watch 3 41mm/45mm, shock-proof hard pc protector slim cover all-around scratch translucent protective bumper shell for galaxy watch 3 smartwatch accessories (45mm)",3810.0,4.8,8.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5 pack case for samsung,Mid-Range,0
"military smart watches for men(answer/make calls), 1.39""hd fitness watch, 24/7 heart rate sleep monitor, smart watch for men 110+ sport modes, 30day, ip68 waterproof smartwatch for android ios, green",11286.0,3.4,164.0,True,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,military smart watches for men(answer/make,Premium,0
"notocity instinct band, soft silicone replacement watch strap for garmin instinct/instinct 2/instinct 2 solar sports gps smartwatch with adapter tools, 5.2 inch to 8.8 inch, silicone, 20 mm, black",1258.0,4.7,1500.0,True,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"notocity instinct band, soft silicone",Budget,1
"smart watch for motorola moto g play (2021) - fitness tracker watches for men women, ip67 waterproof hd touch screen smartwatch for android/ios phones, 24 sports, activity tracker - black",8328.0,3.5,2.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,smart watch for motorola moto,Premium,0
"w@nyou smart watch with earbuds,2 in 1 watch with earbuds for android ios can receive calls messages sleep tracker calorie counter for men women (black)",7930.0,3.3,25.0,True,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,"w@nyou smart watch with earbuds,2",Premium,0
"yoyofit smart watch(answer/make call), 1.85"" smartwatch for women, fitness activity tracker with heart rate blood oxygen sleep monitor step calorie counter for iphone android phones, pink",9354.0,3.0,2.0,True,,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,"yoyofit smart watch(answer/make call), 1.85""",Premium,0
"filiekeu bluetooth calls smart watch men women heart rate sleep monitor steps ip67 waterproof sport fitness tracker 1.3''touch screen fasion black stainless steel smart watches for android ios,",9689.0,4.0,485.0,True,,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,filiekeu bluetooth calls smart watch,Premium,0
"noise vortex plus 1.46 amoled display, aod, bt calling, sleek metal finish, 7 days battery life, all new os with 100+ watch faces & health suite (black link)",2299.0,4.0,56200.0,True,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noise vortex plus 1.46 amoled,Budget,1
"punnkfunnk active 2 smartwatch, 1.39” hd round display, bluetooth calling, heart rate & spo₂, 100+ sports modes, ip67, long battery life for men & women (magnetic green)",1489.0,3.5,8.0,True,Limited time deal,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,"punnkfunnk active 2 smartwatch, 1.39”",Budget,0
"yoever smart watch for women men, 2025 new smartwatch (answer/make call) for iphone/android, 1.85"" hd dynamic dial fitness tracker with 110+ sport modes, sleep/health monitor, ip68 waterproof, gold",12342.0,4.1,40.0,True,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,yoever smart watch for women,Premium,0
"smart watches for women diamond,1.29""amoledtouch screen ladies waterproof smart watch with heart rate/blood pressure/sleep monitor,19 sport modes womens smart watches for android ios",15054.0,3.9,334.0,True,,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,"smart watches for women diamond,1.29""amoledtouch",Premium,0
